f1,precision,recall,targetFraction
0.06349206349206349,0.06349206349206349,0.06349206349206349,0.0
0.06629318394024276,0.06629318394024276,0.06629318394024276,0.0
0.11484593837535013,0.11484593837535013,0.11484593837535013,0.0
0.04855275443510738,0.04855275443510738,0.04855275443510738,0.0
0.009808500700607193,0.009808500700607193,0.009808500700607193,0.0
0.6419234360410832,0.6419234360410832,0.6419234360410832,0.2
0.6279178338001867,0.6279178338001867,0.6279178338001867,0.2
0.5971055088702147,0.5971055088702147,0.5971055088702147,0.2
0.48552754435107376,0.48552754435107376,0.48552754435107376,0.2
0.6342830453059318,0.6342830453059318,0.6342830453059318,0.2
0.6802054154995332,0.6802054154995332,0.6802054154995332,0.4
0.6820728291316527,0.6820728291316527,0.6820728291316527,0.4
0.6661998132586368,0.6661998132586368,0.6661998132586368,0.4
0.5644257703081232,0.5644257703081232,0.5644257703081232,0.4
0.7010742643624475,0.7010742643624475,0.7010742643624475,0.4
0.704014939309057,0.704014939309057,0.704014939309057,0.6
0.723155929038282,0.723155929038282,0.723155929038282,0.6
0.6820728291316527,0.6820728291316527,0.6820728291316527,0.6
0.5821661998132587,0.5821661998132587,0.5821661998132587,0.6
0.7034096216721158,0.7034096216721158,0.7034096216721158,0.6
0.719421101774043,0.719421101774043,0.719421101774043,0.8
0.7245564892623716,0.7245564892623716,0.7245564892623716,0.8
0.7058823529411765,0.7058823529411765,0.7058823529411765,0.8
0.5985060690943044,0.5985060690943044,0.5985060690943044,0.8
0.7038766931340495,0.7038766931340495,0.7038766931340495,0.8
0.7063492063492064,0.7063492063492064,0.7063492063492064,1.0
0.6993464052287581,0.6993464052287581,0.6993464052287581,1.0
0.7063492063492064,0.7063492063492064,0.7063492063492064,1.0
0.5896358543417367,0.5896358543417367,0.5896358543417367,1.0
0.6936011209715086,0.6936011209715086,0.6936011209715086,1.0
