f1,targetFraction
0.07268368439677592,0.0
0.058326687830568595,0.0
0.07793333216423881,0.0
0.06711641442415574,0.0
0.11040982644897201,0.0
0.05203645969329919,0.0
0.09650747285047168,0.0
0.08825999090328286,0.0
0.1071230681056273,0.0
0.02699163199889752,0.0
0.05215855503938865,0.0
0.0634322008706287,0.0
0.08385032342689948,0.0
0.08439683196600788,0.0
0.0003963004399833922,0.0
0.08382975636947346,0.0
0.05776627254232752,0.0
0.03187672111233961,0.0
0.04163004980413968,0.0
0.02562123278395958,0.0
0.11382965813679538,0.0
0.056802692311037774,0.0
0.051427318893444054,0.0
0.053623067254862,0.0
0.04866570123538049,0.0
0.6308536465317904,0.2
0.5931373279943878,0.2
0.6072825730181931,0.2
0.6089524799647427,0.2
0.6329897551642027,0.2
0.5652810984401406,0.2
0.6087792939316498,0.2
0.5911602837790886,0.2
0.6352962663077728,0.2
0.6164455594658957,0.2
0.6015837355650387,0.2
0.5929176198806607,0.2
0.6288761368228937,0.2
0.5850885246805165,0.2
0.5992392975469059,0.2
0.6031816334447304,0.2
0.6056082310130827,0.2
0.6309866752180431,0.2
0.5724653264767211,0.2
0.6030904036954216,0.2
0.5964900996533404,0.2
0.6488771867166206,0.2
0.6039290963143935,0.2
0.5899720209429076,0.2
0.5813229348077518,0.2
0.6333910816860371,0.4
0.651330413626876,0.4
0.659940191977135,0.4
0.6563207033230701,0.4
0.6526460957139714,0.4
0.6935234299031905,0.4
0.6129038272456278,0.4
0.6435378907350036,0.4
0.6656651750431872,0.4
0.6690721862418955,0.4
0.676692166868977,0.4
0.6555947823294498,0.4
0.639113799267783,0.4
0.6869142460373542,0.4
0.6548188839358855,0.4
0.6124259781201333,0.4
0.6839994220515032,0.4
0.6712692565683571,0.4
0.64406164717249,0.4
0.6505629825976503,0.4
0.6489415401400582,0.4
0.6619119112144625,0.4
0.6814469859032909,0.4
0.6827194558597414,0.4
0.6977561062533415,0.4
0.6639005806371873,0.6
0.6529726461828883,0.6
0.6321936734752001,0.6
0.6790884918821123,0.6
0.6652142914260758,0.6
0.6840510064490624,0.6
0.6599975131437638,0.6
0.7201352729392181,0.6
0.6696235301577601,0.6
0.6321261495381149,0.6
0.6588508975157324,0.6
0.7124662637063622,0.6
0.6421759120881496,0.6
0.6663464036609047,0.6
0.7039460354886199,0.6
0.6598216271631288,0.6
0.6487336603937325,0.6
0.6571913942647448,0.6
0.6906599916807028,0.6
0.6338401694976593,0.6
0.6156793445571872,0.6
0.6506988445199334,0.6
0.6854008810514043,0.6
0.6780609674138919,0.6
0.7107899197017193,0.6
0.7082196922216021,0.8
0.6505837357977833,0.8
0.6916563507452416,0.8
0.6779683586848564,0.8
0.718445942342032,0.8
0.6620560156422679,0.8
0.6779185319547149,0.8
0.7106883063544635,0.8
0.6795398529071547,0.8
0.6628974801150066,0.8
0.6507260494685069,0.8
0.6654546396106911,0.8
0.6850826207447807,0.8
0.6708375842220734,0.8
0.710409869056485,0.8
0.670142842769945,0.8
0.6726425843392252,0.8
0.6567915847445284,0.8
0.6839186813789583,0.8
0.6495380383407564,0.8
0.6629492944643091,0.8
0.6341785065299059,0.8
0.6527990154204049,0.8
0.6547576404319532,0.8
0.6613314920550953,0.8
0.6778352293251981,1.0
0.6723192799241571,1.0
0.6803263772806767,1.0
0.6652877803164925,1.0
0.6698779258491788,1.0
0.7271733682202184,1.0
0.6658225328637721,1.0
0.7227092218811281,1.0
0.6864039493296769,1.0
0.6867207188640015,1.0
0.7203790053177594,1.0
0.731626676806897,1.0
0.6793703252320188,1.0
0.6886295216161094,1.0
0.7058521041207783,1.0
0.6850744314085787,1.0
0.7287870951252953,1.0
0.6796123793814164,1.0
0.6645391118816513,1.0
0.6979750307685768,1.0
0.6873711588737146,1.0
0.703180693757717,1.0
0.6930291990630995,1.0
0.7253829208738367,1.0
0.6953544528727864,1.0
